villageInnerId_村庄内部代码,gazetteerId_村志代码,villageId_村庄代码,nameChineseCharacters_村名汉字,nameHanyuPinyin_村名汉语拼音
1030.0,1030.0,320582102218,小明沙村,Xiaomingsha Cun
1031.0,1031.0,410622101201,高村,Gao Cun
1032.0,1032.0,320582100201,斜桥村,Xieqiao Cun
1033.0,1033.0,440183101221,群星村,Qunxing Cun
1034.0,1034.0,130185201209,谷家峪村,Gujiayu Cun
1035.0,1035.0,370212001004,大埠东村,Dabudong Cun
1036.0,1036.0,310116101206,秀州村,Xiuzhou Cun
1037.0,1037.0,530111007211,塔密村,Tami Cun
1038.0,1038.0,130636101207,高于铺村,Gaoyupu Cun
1039.0,1039.0,411082104205,耿庄村,Gengzhuang Cun
1040.0,1040.0,NULL,席家湖村,Xijiahu Cun
1041.0,1041.0,110105038211,东辛店村,Dongxindian Cun
1042.0,1042.0,141022202208,北冶村,Beiye Cun
1043.0,1043.0,110105036211,东窑村,Dongyao Cun
1044.0,1044.0,441900121023,南栅村,Nanzha Cun
1045.0,1045.0,140421104204,岔口村,Chakou Cun
1046.0,1046.0,310116101223,牡丹村,Mudan Cun
1047.0,1047.0,140728103204,北营村,Beiying Cun
1048.0,1048.0,141023101226,北王村,Beiwang Cun
1049.0,1049.0,310116107216,南塘村,Nantang Cun
1050.0,1050.0,110116003219,大中富乐村,Dazhongfule Cun
1051.0,1051.0,141130102205,蔡家沟村,Caijiagou Cun
1052.0,1052.0,310116102202,中洪村,Zhonghong Cun
1053.0,1053.0,110105038213,东营村,Dongying Cun
1054.0,1054.0,310115140209,彭庙村,Pengmiao Cun
1055.0,1055.0,310115133212,祝桥村,Zhuqiao Cun
1056.0,1056.0,310116105212,龙跃村,Longyue Cun
1057.0,1057.0,141081005204,北坞村,Beiwu Cun
1058.0,1058.0,131025400203,东阜村,Dongfu Cun
1059.0,1059.0,130727103201,揣骨疃村,Chuaigutuan Cun
1060.0,1060.0,NULL,吉山村,Jishan Cun
1061.0,1061.0,440106013001,猎德村,Liede Cun
1062.0,1062.0,NULL,蔡家坡村,Caijiapo Cun
1063.0,1063.0,141081200222,常青村,Changqing Cun
1064.0,1064.0,130185103215,韩庄村,Hanzhuang Cun
1065.0,1065.0,130121100206,长岗村,Changgang Cun
1066.0,1066.0,441900106210,村尾村,Cunwei Cun
1067.0,1067.0,130185100223,北新城村,Beixincheng Cun
1068.0,1068.0,130684101218,东柴家营村,DongChaijiaying Cun
1069.0,1069.0,130123101202,固营村,Guying Cun
1070.0,1070.0,440106019003,柯木塱村,Kemulang Cun
1071.0,1071.0,130925100241,韩桥村,Hanqiao Cun
1073.0,1073.0,130531203217,东董里村,Dongdongli Cun
1074.0,1074.0,441226103213,金林村,Jinlin Cun
1075.0,1075.0,110106101207,佃起村,Dianqi Cun
1076.0,1076.0,130921205213,干河村,Ganhe Cun
1077.0,1077.0,410104202211,河沟王村,Hegouwang Cun
1078.0,1078.0,320506005201,新齐村,Xinqi Cun
1079.0,1079.0,410102160212,关庄村,Guanzhuang Cun
1080.0,1080.0,320506107200,杨湾村,Yangwan Cun
1081.0,1081.0,320507003201,张庄村,Zhangzhuang Cun
1082.0,1082.0,410102360208,大谢村,DaXie Cun
1083.0,1083.0,410482103205,郝寨村,Haozhai Cun
1084.0,1084.0,410523104213,大寺台村,Dasitai Cun
1085.0,1085.0,410603201207,故县村,Guxian Cun
1086.0,1086.0,370783109226,地沟村,Digou Cun
1087.0,1087.0,140105002020,狄村,Di Cun
1088.0,1088.0,370212003029,雕龙嘴村,Diaolongzui Cun
1089.0,1089.0,371402103226,大申庄（村）,Dashenzhuang (cun)
1090.0,1090.0,370782110201,得利斯村,Delisi Cun
1091.0,1091.0,410728004211,小务口村,Xiaowukou Cun
1093.0,1093.0,370481109223,大宗村,Dazong Cun
1094.0,1094.0,320211009204,嶂青村,Zhangqing Cun
1095.0,1095.0,320582102210,占文村,Zhanwen Cun
1096.0,1096.0,320582102214,袁家桥村,Yuanjiaqiao Cun
1097.0,1097.0,410103201217,郭家咀村,Guojiaju Cun
1098.0,1098.0,370687102238,大辛家村,DaXinjia Cun
1099.0,1099.0,320582100210,章卿村,Zhangqing Cun
1100.0,1100.0,411224102208,河南村,Henan Cun
1101.0,1101.0,370213010004,大枣园村,Dazaoyuan Cun
1102.0,1102.0,320584110207,元荡村,Yuandang Cun
1103.0,1103.0,320412109223,查家村,Zhajia Cun
1104.0,1104.0,320583105208,杨湘泾村,Yangxiangjing Cun
1105.0,1105.0,140428100248,大京村,Dajing Cun
1106.0,1106.0,140724104200,大寨村,Dazhai Cun
1107.0,1107.0,140922205206,大建安村,Dajian'an Cun
1108.0,1108.0,140322101205,大吉村,Daji Cun
1109.0,1109.0,140221102206,大泉山村,Daquanshan Cun
1110.0,1110.0,140321100209,大峪村,Dayu Cun
1111.0,1111.0,141081005201,褚村,Chu Cun
1112.0,1112.0,140521100218,梁庄村,Liangzhuang Cun
1113.0,1113.0,140525101201,大南庄村,Da'nanzhuang Cun
1114.0,1114.0,140924102214,大营村,Daying Cun
1115.0,1115.0,141023100236,邓曲村,Dengqu Cun
1116.0,1116.0,370811105227,常营村,Changying Cun
1117.0,1117.0,130185105207,王屋村,Wangwu Cun
1118.0,1118.0,131022202222,北罗垡村,Beiluofa Cun
1119.0,1119.0,110114007203,东小口村,Dongxiaokou Cun
1120.0,1120.0,370683002002,大原村,Dayuan Cun
1124.0,1124.0,110115107257,崔指挥营村,Cuizhihuiying Cun
1125.0,1125.0,110115107238,崔庄屯村,Cuizhuangtun Cun
1126.0,1126.0,419001108209,涧南庄村,Jiannanzhuang Cun
1127.0,1127.0,410102160207,老俩河村,Laoliahe Cun
1128.0,1128.0,410482103201,临南村,Linnan Cun
1129.0,1129.0,320206102213,万马村,Wanma Cun
1130.0,1130.0,130185105211,高家台村,Gaojiatai Cun
1131.0,1131.0,310116113207,杨家村,Yangjia Cun
1132.0,1132.0,140121204200,集义村,Jiyi Cun
1133.0,1133.0,140481201215,潦河头村,Liaohetou Cun
1134.0,1134.0,141002103215,城隍村,Chenghuang Cun
1135.0,1135.0,140426201209,霞庄村,Xiazhuang Cun
1136.0,1136.0,330681001225,赵家村,Zhaojia Cun
1137.0,1137.0,140729100200,翠峰村,Cuifeng Cun
1138.0,1138.0,440111002012,三元里村,Sanyuanli Cun
1139.0,1139.0,421182100263,张牌村,Zhangpai Cun
1140.0,1140.0,410108100204,京水村,Jingshui Cun
1141.0,1141.0,110108104219,车耳营村,Cheerying Cun
1142.0,1142.0,110109106209,川底下村,Chuandixia Cun
1143.0,1143.0,371725209200,陈坡村,Chenpo Cun
1144.0,1144.0,410526211210,卜屯村,Butun Cun
1145.0,1145.0,140429100200,城关村,Chengguan Cun
1146.0,1146.0,140581203223,良户村,Lianghu Cun
1147.0,1147.0,411222102214,陈村,Chen Cun
1148.0,1148.0,140581203203,陈庄村,Chenzhuang Cun
1149.0,1149.0,440605012209,下柏村,Xiabai Cun
1150.0,1150.0,441424138200,红光村,Hongguang Cun
1151.0,1151.0,411327109222,段洼村,Duanwa Cun
1152.0,1152.0,321181109202,金桥村,Jinqiao Cun
1153.0,1153.0,130921210202,北白塔村,Beibaita Cun
1154.0,1154.0,410108006205,岗李村,Gangli Cun
1155.0,1155.0,411224103200,官道口村,Guandaokou Cun
1156.0,1156.0,441622106201,仁里村,Renli Cun
1157.0,1157.0,411224101216,荆彰村,Jingzhang Cun
1158.0,1158.0,110115005236,周村,Zhou Cun
1159.0,1159.0,610525203218,东富庄村,Dongfuzhuang Cun
1160.0,1160.0,330226112260,大里村,Dali Cun
1161.0,1161.0,331123105222,大田村,Datian Cun
1162.0,1162.0,330225200203,东陈村,Dongchen Cun
1163.0,1163.0,330523108207,大溪村,Daxi Cun
1164.0,1164.0,330322102202,东岙顶村,Dong'aoding Cun
1165.0,1165.0,330108003006,东冠村,Dongguan Cun
1166.0,1166.0,330681117250,丰江周村,Fengjiangzhou Cun
1167.0,1167.0,330621111206,六峰村,Liufeng Cun
1168.0,1168.0,330105102007,康桥村,Kangqiao Cun
1169.0,1169.0,330226111255,岭口村,Lingkou Cun
1170.0,1170.0,330185112228,林竹村,Linzhu Cun
1171.0,1171.0,370783001204,东关村,Dongguan Cun
1172.0,1172.0,330523200206,路西村,Luxi Cun
1173.0,1173.0,330281003209,兰墅桥村,Lanshuqiao Cun
1174.0,1174.0,330212110240,励江岸村,Lijiang'an Cun
1175.0,1175.0,330110109237,绿景村,Lüjing Cun
1176.0,1176.0,370725001015,东山王村,Dongshanwang Cun
1177.0,1177.0,370685101213,东良村,Dongliang Cun
1178.0,1178.0,370683107210,东坊北村,Dongfangbei Cun
1179.0,1179.0,371625101210,东鲁村,Donglu Cun
1180.0,1180.0,370212004028,大崂村,Dalao Cun
1181.0,1181.0,370212001025,董家下庄村,Dongjiaxiazhuang Cun
1182.0,1182.0,610524105211,团结村,Tuanjie Cun
1183.0,1183.0,610821105223,高念文村,Gaonianwen Cun
1184.0,1184.0,610303200203,宝陵村,Baoling Cun
1185.0,1185.0,370634202203,大濠村,Dahao Cun
1186.0,1186.0,610822101202,太家沟村,Taijiagou Cun
1187.0,1187.0,370112102215,大官庄村,Daguanzhuang Cun
1188.0,1188.0,370285106212,董格庄村,Donggezhuang Cun
1190.0,1190.0,610125101202,西屯村,Xitun Cun
1191.0,1191.0,610122204205,怀珍坊村,Huaizhenfang Cun
1192.0,1192.0,610222202216,杨柳塬村,Yangliuyuan Cun
1193.0,1193.0,610404103221,杨家村,Yangjia Cun
1195.0,1195.0,330621106223,大山西村,Dashanxi Cun
1196.0,1196.0,110106201217,郭庄子村,Guozhuangzi Cun
1197.0,1197.0,110105037212,沈家坟村,Shenjiafen Cun
1198.0,1198.0,110105036200,雷庄村,Leizhuang Cun
1199.0,1199.0,110114007204,中滩村,Zhongtan Cun
1200.0,1200.0,110106201212,郑常庄村,Zhengchangzhuang Cun
1201.0,1201.0,230204200205,查罕诺村,Chahannuo Cun
1202.0,1202.0,210212005206,寺沟村,Sigou Cun
1203.0,1203.0,510503102207,古纯村,Guchun Cun
1204.0,1204.0,532901102201,西门村,Ximen Cun
1205.0,1205.0,610821107203,贾家沟村,Jiajiagou Cun
1206.0,1206.0,420704400203,旭光村,Xuguang Cun
1208.0,1208.0,371102004201,荷疃村,Hetuan Cun
1209.0,1209.0,120112102209,东大站村,Dongdazhan Cun
1210.0,1210.0,610581100204,阳山庄村,Yangshanzhuang Cun
1211.0,1211.0,610323101201,岐星村,Qixing Cun
1212.0,1212.0,150430200214,何家窝铺村,Hejiawopu Cun
1213.0,1213.0,410727210205,贯台集村,Guantaiji Cun
1214.0,1214.0,350823200215,古楼村,Gulou Cun
1215.0,1215.0,610125100215,陈坪坊村,Chenpingfang Cun
1216.0,1216.0,430703208208,沧浪坪村,Canglangping Cun
1218.0,1218.0,320412109231,梧岗村,Wugang Cun
1219.0,1219.0,532931102208,官坪村,Guanping Cun
1220.0,1220.0,320582102217,封庄村,Fengzhuang Cun
1221.0,1221.0,140882001209,杨家巷村,Yangjiaxiang Cun
1222.0,1222.0,410104561209,王士明村,WangShiming Cun
1223.0,1223.0,520321108208,沙滩村,Shatan Cun
1224.0,1224.0,410482104218,杨其营村,Yangqiying Cun
1225.0,1225.0,410183104220,杏树岗村,Xingshugang Cun
1226.0,1226.0,370831104244,东音义村,Dongyinyi Cun
1227.0,1227.0,130127102219,东塔影村,Dongtaying Cun
1228.0,1228.0,130181104201,新垒头村,Xinleitou Cun
1229.0,1229.0,130127100204,西南关村,Xi'nanguan Cun
1230.0,1230.0,140421100203,西苗村,Ximiao Cun
1231.0,1231.0,511921231209,窄口村,Zhaikou Cun
1233.0,1233.0,370704008284,岞山站村,Zuoshanzhan Cun
1234.0,1234.0,511321235210,凤仪村,Fengyi Cun
1235.0,1235.0,330109113203,航民村,Hangmin Cun
1236.0,1236.0,410102010203,南陈伍寨村,Nanchenwuzhai Cun
1237.0,1237.0,411222101201,原店村,Yuandian Cun
1238.0,1238.0,430903107233,石坝口村,Shibakou Cun
1239.0,1239.0,371522202211,西江店村,Xijiangdian Cun
1240.0,1240.0,620725200210,静安村,Jingan Cun
1241.0,1241.0,321181002219,荆林村,Jinglin Cun
1243.0,1243.0,441421105204,澄江村,Chengjiang Cun
1245.0,1245.0,350123104214,斌溪村,Binxi Cun
1246.0,1246.0,530326102206,白雾村,Baiwu Cun
1247.0,1247.0,450123103204,镇流村,Zhenliu Cun
1248.0,1248.0,231102201201,四嘉子村,Sijiazi Cun
1249.0,1249.0,341822200203,甘溪村,Ganxi Cun
1251.0,1251.0,230126202201,新合村,Xinhe Cun
1252.0,1252.0,420527104206,大峪池村,Dayuchi Cun
1253.0,1253.0,370883109240,上九山村,Shangjiushan Cun
1254.0,1254.0,331126104200,荷地村,Hedi Cun
1255.0,1255.0,130930102208,卜老桥村,Bulaoqiao Cun
1256.0,1256.0,441900118220,杨屋村,Yangwu Cun
1257.0,1257.0,130521202211,东石善村,Dongshishan Cun
1258.0,1258.0,370685110239,半壁店村,Banbidian Cun
1259.0,1259.0,620725102215,汪庄村,Wangzhuang Cun
1260.0,1260.0,320412104212,留道村,Liudao Cun
1261.0,1261.0,511902102215,文丛村,Wencong Cun
1262.0,1262.0,510113002203,双元村,Shuangyuan Cun
1263.0,1263.0,NULL,常青村,Changqing Cun
1264.0,1264.0,440606104207,仙塘村,Xiantang Cun
1265.0,1265.0,440606104222,左滩村,Zuotan Cun
1266.0,1266.0,330211100205,十七房村,Shiqifang Cun
1267.0,1267.0,330282107022,泽山村,Zeshan Cun
1268.0,1268.0,331123100233,源口村,Yuankou Cun
1269.0,1269.0,330881108243,淤头村,Yutou Cun
1270.0,1270.0,330103009005,永丰村,Yongfeng Cun
1271.0,1271.0,330182202200,谢田村,Xietian Cun
1272.0,1272.0,330602101200,张市村,Zhangshi Cun
1273.0,1273.0,330211003211,尚志村,Shangzhi Cun
1275.0,1275.0,371102002011,石臼九村,Shijiujiu Cun
1277.0,1277.0,370611004025,穆家村,Mujia Cun
1278.0,1278.0,371102003220,牟家小庄村,Moujiaxiaozhuang Cun
1279.0,1279.0,370725116350,马宋村,Masong Cun
1280.0,1280.0,370783004203,后王村,Houwang Cun
1281.0,1281.0,330109110206,宁新村,Ningxin Cun
1282.0,1282.0,330329213200,西地村,Xidi Cun
1283.0,1283.0,330212001212,湾底村,Wandi Cun
1284.0,1284.0,330621105210,王化村,Wanghua Cun
1285.0,1285.0,371725209203,石堂村,Shitang Cun
1286.0,1286.0,370281001209,胜利村,Shengli Cun
1287.0,1287.0,370672008014,胜利西村,Shenglixi Cun
1288.0,1288.0,330602105209,宁六村,Ningliu Cun
1289.0,1289.0,NULL,南门村,Nanmen Cun
1290.0,1290.0,410482104231,史庄村,Shizhuang cun
1291.0,1291.0,410381100219,前杜楼村,Qiandulou Cun
1292.0,1292.0,410122105216,前程村,Qiancheng Cun
1293.0,1293.0,410902006015,前合村,Qianhe Cun
1294.0,1294.0,410181114202,苏家庄村,Sujiazhuang Cun
1295.0,1295.0,411324101200,石佛寺村,Shifosi Cun
1296.0,1296.0,410102160211,石佛村,Shifo Cun
1298.0,1298.0,410522203212,泉门村,Quanmen Cun
1299.0,1299.0,410102160216,孙庄村,Sunzhuang Cun
1300.0,1300.0,410105101202,王马庄村,Wangmazhuang Cun
1301.0,1301.0,411381113218,仝寨村,Tongzhai Cun
1302.0,1302.0,410883201201,汤王庙村,Tangwangmiao Cun
1303.0,1303.0,410102160204,洼刘村,Waliu Cun
1304.0,1304.0,410522101018,天池村,Tianchi Cun
1305.0,1305.0,370283002203,西河洼村,Xihewa Cun
1307.0,1307.0,370784103228,刘家庄子村,Liujiazhuangzi Cun
1308.0,1308.0,370702004017,刘家园村,Liujiayuan Cun
1309.0,1309.0,441621107201,东平村,Dongping Cun
1310.0,1310.0,440183106207,竹坑村,Zhukeng Cun
1311.0,1311.0,370502104242,刘营村,Liuying Cun
1312.0,1312.0,371082007023,马家庄村,Majiazhuang Cun
1313.0,1313.0,370612003003,马埠崖村,Mabuya Cun
1314.0,1314.0,370724116308,刘家营村,Liujiaying Cun
1315.0,1315.0,370285106221,刘建村,Liujian Cun
1316.0,1316.0,370704005211,刘家柳沟村,Liujialiugou Cun
1317.0,1317.0,370685101219,马连沟村,Maliangou Cun
1318.0,1318.0,370612001220,马家泊村,Majiabo Cun
1319.0,1319.0,370321105214,马车桥村,Macheqiao Cun
1320.0,1320.0,130928201221,西宋门村,Xisongmen Cun
1321.0,1321.0,442000113205,崖口村,Yakou Cun
1322.0,1322.0,445202104005,阳美村,Yangmei Cun
1323.0,1323.0,131102101239,徐家庄村,Xujiazhuang Cun
1324.0,1324.0,130703101205,许家庄村,Xujiazhuang Cun
1325.0,1325.0,130582104218,西左村,Xizuo Cun
1326.0,1326.0,130133101228,秀才营村,Xiucaiying Cun
1327.0,1327.0,130623201211,新庄头村,Xinzhuangtou Cun
1329.0,1329.0,440229113215,秀峰村,Xiufeng Cun
1330.0,1330.0,130425212220,阎庙村,Yanmiao Cun
1331.0,1331.0,440825204204,许家寮村,Xujialiao Cun
1332.0,1332.0,130426103201,西戌村,Xixu Cun
1333.0,1333.0,440114109205,义山村,Yishan Cun
1334.0,1334.0,130921205201,姚官屯村,Yaoguantun Cun
1335.0,1335.0,411104001201,万庄村,Wanzhuang Cun
1336.0,1336.0,411329104209,魏寨村,Weizhai Cun
1337.0,1337.0,410122104201,万滩村,Wantan Cun
1338.0,1338.0,411324313204,王洼村,Wangwa Cun
1339.0,1339.0,411282203227,西淹村,Xiyan Cun
1340.0,1340.0,411224102200,五里川村,Wulichuan Cun
1341.0,1341.0,410523100215,五里村,Wuli Cun
1342.0,1342.0,130984210201,行别营村,Xingbieying Cun
1343.0,1343.0,130481112217,固镇村,Guzhen Cun
1344.0,1344.0,410185100225,文村,Wen Cun
1345.0,1345.0,130185102207,西龙贵村,Xilonggui Cun
1346.0,1346.0,411282105203,阌峪村,Wenyu Cun
1349.0,1349.0,130185203204,西郭庄村,Xiguozhuang Cun
1350.0,1350.0,110115005251,郭上坡村,Guoshangpo Cun
1351.0,1351.0,NULL,龙眼洞村,Longyandong Cun
1352.0,1352.0,110114007201,贺家村,Hejia Cun
1353.0,1353.0,410825201216,仓头村,Cangtou Cun
1354.0,1354.0,320506107204,陆巷村,Luxiang Cun
1355.0,1355.0,440307012015,南岭村,Nanling Cun
1356.0,1356.0,130185102205,南降璧村,Nanjiangbi Cun
1357.0,1357.0,410703200202,八里营村,Baliying Cun
1358.0,1358.0,110105036204,长店村,Changdian Cun
1359.0,1359.0,130185100224,南海山村,Nanhaishan Cun
1360.0,1360.0,130185100226,东辛庄村,Dongxinzhuang Cun
1361.0,1361.0,130107100005,东王舍村,Dongwangshe Cun
1362.0,1362.0,110114115221,海䴖落村,Haijingluo Cun
1363.0,1363.0,320206102213,马盘村,Mapan Cun
1364.0,1364.0,320583105200,金家庄村,Jinjiazhuang Cun
1365.0,1365.0,410183106201,大隗村,Dakui Cun
1366.0,1366.0,NULL,石东村,Shidong Cun
1367.0,1367.0,440183101217,塘美村,Tangmei Cun
1368.0,1368.0,320584107218,开弦弓村,Kaixiangong Cun
1370.0,1370.0,110106100205,太子峪村,Taiziyu Cun
1371.0,1371.0,110106100200,张郭庄村,Zhangguozhuang Cun
1372.0,1372.0,440112007002,庙头村,Miaotou Cun
1373.0,1373.0,110106100201,东河沿村,Dongheyan Cun
1374.0,1374.0,110106012009,大灰厂村,Dahuichang Cun
1375.0,1375.0,110115005246,桂村,Gui Cun
1376.0,1376.0,411326107213,后湾村,Houwan Cun
1377.0,1377.0,310115137205,福善村,Fushan Cun
1378.0,1378.0,110106202204,郭公庄村,Guogongzhuang Cun
1379.0,1379.0,440605125225,东秀村,Dongxiu Cun
1380.0,1380.0,440605012208,上柏村,Shangbo Cun
1381.0,1381.0,320303003005,黄山垅村,Huangshanlong Cun
1382.0,1382.0,130121102237,乏驴岭村,Falüling Cun
1383.0,1383.0,410103201202,尖岗村,Jiangang Cun
1384.0,1384.0,130185101204,南甘子村,Nanganzi Cun
1385.0,1385.0,320324102219,马浅村,Maqian Cun
1386.0,1386.0,310116104208,油车村,Youche Cun
1387.0,1387.0,310116112214,金光村,Jinguang Cun
1388.0,1388.0,310116109214,农建村,Nongjian Cun
1389.0,1389.0,310116112218,海涯村,Haiya Cun
1390.0,1390.0,310116105205,马新村,Maxin Cun
1391.0,1391.0,310116104219,立新村,Lixin Cun
1392.0,1392.0,310116102223,贵泾村,Guijing Cun
1393.0,1393.0,310116112205,沙积村,Shaji Cun
1394.0,1394.0,410581107208,西丰村,Xifeng Cun
1395.0,1395.0,411282106202,冯佐村,Fengzuo Cun
1396.0,1396.0,410104100203,河西袁村,Hexiyuan Cun
1397.0,1397.0,320411101213,九龙村,Jiulong Cun
1398.0,1398.0,130185107206,杜童村,Dutong Cun
1399.0,1399.0,"130185105204, 130185105205, 130185105206",东焦村,Dongjiao Cun
1400.0,1400.0,130105202206,东营村,Dongying Cun
1402.0,1402.0,130582202212,渡口村,Dukou Cun
1403.0,1403.0,411325103220,河西村,Hexi Cun
1404.0,1404.0,310112110201,幸福村,Xingfu Cun
1405.0,1405.0,320582105210,金谷村,Jingu Cun
1406.0,1406.0,320582103208,联兴村,Lianxing Cun
1407.0,1407.0,320412411222,南周村,Nanzhou Cun
1408.0,1408.0,370503200233,郭局村,Guoju Cun
1409.0,1409.0,410522202205,李珍村,Lizhen Cun
1410.0,1410.0,130181104214,范家庄村,Fanjiazhuang Cun
1411.0,1411.0,370502002001,东赵村,Dongzhao Cun
1412.0,1412.0,442000114208,雍陌村,Yongmo Cun
1413.0,1413.0,320903110005,吴杨村,Wuyang Cun
1414.0,1414.0,411281006003,礼召村,Lizhao Cun
1415.0,1415.0,445281122201,果陇村,Guolong Cun
1416.0,1416.0,410108001200,毛庄村,Maozhuang Cun
1417.0,1417.0,140428106214,东旺村,Dongwang Cun
1418.0,1418.0,411523103203,马鞍村,Ma'an Cun
1419.0,1419.0,410325209200,黄庄村,Huangzhuang Cun
1420.0,1420.0,370306103208,东衣村,Dongyi Cun
1421.0,1421.0,411328103210,李庄村,Lizhuang Cun
1422.0,1422.0,370212004001,沟崖村,Gouya Cun
1423.0,1423.0,130983203204,孔家店村,Kongjiadian Cun
1424.0,1424.0,320903110200,朱庄村,Zhuzhuang Cun
1425.0,1425.0,419001105210,留庄村,Liuzhuang Cun
1426.0,1426.0,411222102230,人马寨村,Renmazhai Cun
1427.0,1427.0,370212003009,荷花村,Hehua Cun
1428.0,1428.0,140521103200,端氏村,Duanshi Cun
1429.0,1429.0,370611105246,房家疃村,Fangjiatuan Cun
1430.0,1430.0,441900110206,金美村,Jinmei Cun
1431.0,1431.0,320583105207,双护村,Shuanghu Cun
1432.0,1432.0,320583105204,晟泰村,Shengtai Cun
1433.0,1433.0,370303106202,傅山村,Fushan Cun
1434.0,1434.0,370672003002,古现东村,Guxiandong Cun
1435.0,1435.0,320583105203,永新村,Yongxin Cun
1436.0,1436.0,370112103260,盖家沟村,Gaijiagou Cun
1437.0,1437.0,140881101222,杜家营村,Dujiaying Cun
1438.0,1438.0,320506107201,三山村,Sanshan Cun
1439.0,1439.0,370302101210,公孙村,Gongsun Cun
1440.0,1440.0,441900110204,苏坑村,Sukeng Cun
1441.0,1441.0,440605125224,联安村,Lian'an Cun
1442.0,1442.0,370521101214,海中村,Haizhong Cun
1443.0,1443.0,440224107203,石塘村,Shitang Cun
1444.0,1444.0,440403105208,虎山村,Hushan Cun
1445.0,1445.0,440307003007,平湖村,Pinghu Cun
1446.0,1446.0,140421203200,东和村,Donghe Cun
1447.0,1447.0,370982101202,凤凰泉村,Fenghuangquan Cun
1448.0,1448.0,370612103204,蛤堆后村,Geduihou Cun
1449.0,1449.0,41072406205,刘固堤西街村,Liugudi Xijie Cun
1450.0,1450.0,130426104203,井店三街村,Jingdiansanjie Cun
1451.0,1451.0,140421204204,东掌村,Dongzhang Cun
1452.0,1452.0,140930102224,碓臼墕村,Duijiuyan Cun
1453.0,1453.0,320582105211,双龙村,Shuanglong Cun
1454.0,1454.0,NULL,石牌村,Shipai Cun
1455.0,1455.0,140521202206,冯村,Feng Cun
1456.0,1456.0,410523204211,南申庄村,Nanshenzhuang Cun
1457.0,1457.0,130481108208,尖山村,Jianshan Cun
1458.0,1458.0,320582401201,棋杆村,Qigan Cun
1459.0,1459.0,370112105204,合二庄村,He'erzhuang Cun
1460.0,1460.0,440114109204,西头村,Xitou Cun
1463.0,1463.0,320312102206,庄里寨村,Zhuanglizhai Cun
1464.0,1464.0,410704201202,何屯村,Hetun Cun
1466.0,1466.0,130406105223,三河底村,Sanhedi Cun
1467.0,1467.0,442000006204,南桥村,Nanqiao Cun
1468.0,1468.0,NULL,前进村,Qianjin Cun
1469.0,1469.0,130107101004,中凤山村,Zhongfengshan Cun
1470.0,1470.0,370612001207,东油坊村,Dongyoufang Cun
1472.0,1472.0,130123100236,教场庄村,Jiaochangzhuang Cu
1473.0,1473.0,140724203232,东寨村,Dongzhai Cun
1474.0,1474.0,320584110208,龙泾村,Longjing Cun
1475.0,1475.0,320206004214,谢村,Xie Cun
1476.0,1476.0,370982113201,北谷里村,Beiguli Cun
1477.0,1477.0,370303106202,傅山村,Fushan Cun
1478.0,1478.0,140311100232,东梁庄村,Dongliangzhuang Cun
1479.0,1479.0,370306101202,韩家窝村,Hanjiawo Cun
1480.0,1480.0,371626101209,东尉村,Dongwei Cun
1481.0,1481.0,370921105222,高桥村,Gaoqiao Cun
1482.0,1482.0,440306004003,桥头村,Qiaotou Cun
1483.0,1483.0,130582104208,后坡村,Houpo Cun
1484.0,1484.0,370112009204,东周家庄村,Dongzhoujiazhuang Cun
1485.0,1485.0,410105014204,柳园口村,Liuyuankou Cun
1486.0,1486.0,370305004223,范家村,Fanjia Cun
1487.0,1487.0,370502006002,东现河村,Dongxianhe Cun
1488.0,1488.0,410306200203,横涧村,Hengjian Cun
1489.0,1489.0,410184107220,唐河村,Tanghe Cun
1490.0,1490.0,370181109206,分水岭村,Fenshuiling Cun
1491.0,1491.0,140829100201,东韩窑村,Donghanyao Cun
1492.0,1492.0,130121100201,微水村,Weishui Cun
1493.0,1493.0,130521100218,景家屯村,Jingjiatun Cun
1494.0,1494.0,140728102200,东泉村,Dongquan Cun
1495.0,1495.0,NULL,青台村,Qingtai Cun
1497.0,1497.0,130521105211,喉咽村,Houyan Cun
1498.0,1498.0,140121102200,东于村,Dongyu Cun
1499.0,1499.0,321002004201,沙口村,Shakou Cun
1500.0,1500.0,320506005211,上林村,Shanglin Cun
NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL
